id,name,swings_competitive,percent_swings_competitive,contact,avg_bat_speed,hard_swing_rate,squared_up_per_bat_contact,squared_up_per_swing,blast_per_bat_contact,blast_per_swing,swing_length,swords,batter_run_value,whiffs,whiff_per_swing,batted_ball_events,batted_ball_event_per_swing,H,HR,AVG,SLG,OPS
668709,"Bleday, JJ",565,0.90400000000000000000,427,72.16804700884961,0.18761061946902654867,0.3442622950819672,0.26017699115044246,0.16159250585480095,0.12212389380530973,7.2731993628318584,8,-22.30302478,138,0.24424778761061947,230,0.40707964601769914,80,11,0.23,0.42,0.733
665161,"Pe?a, Jeremy",598,0.91019786910197869102,460,72.10411394648828,0.18227424749163879599,0.35434782608695653,0.2725752508361204,0.15434782608695652,0.11872909698996656,7.5899610535117057,4,-15.42883613,138,0.23076923076923078,257,0.4297658862876254,99,7,0.274,0.382,0.7
596019,"Lindor, Francisco",652,0.91061452513966480447,509,72.02997618098163,0.21012269938650306748,0.3889980353634578,0.30368098159509205,0.1807465618860511,0.1411042944785276,7.5205065490797546,9,-9.452913311,143,0.21932515337423314,268,0.4110429447852761,97,17,0.253,0.454,0.783
650559,"De La Cruz, Bryan",677,0.90387182910547396529,499,71.99886307237817,0.22304283604135893648,0.3166332665330661,0.23338257016248154,0.13026052104208416,0.096011817,7.6851791137370753,14,-12.16540956,178,0.26292466765140327,234,0.345642541,92,16,0.242,0.411,0.7
641487,"Crawford, J.P.",452,0.90581162324649298597,367,71.87769148230088,0.23008849557522123894,0.2970027247956403,0.2411504424778761,0.12806539509536785,0.10398230088495575,7.2825115044247788,2,-11.03137417,85,0.18805309734513273,173,0.3827433628318584,59,9,0.209,0.358,0.662
665862,"Chisholm Jr., Jazz",560,0.90909090909090909091,400,71.84826366071425,0.23214285714285714286,0.305,0.21785714285714286,0.1225,0.0875,7.4667494275491950,9,-16.226607,160,0.2857142857142857,182,0.325,88,12,0.249,0.407,0.728
701538,"Merrill, Jackson",567,0.90720000000000000000,468,71.84043435626101,0.20634920634920634921,0.30982905982905984,0.25573192239858905,0.14316239316239315,0.11816578483245149,7.5195005467372134,16,-10.0572284,99,0.1746031746031746,216,0.38095238095238093,92,12,0.278,0.435,0.745
553993,"Su?rez, Eugenio",561,0.90192926045016077170,395,71.78325142602492,0.17825311942959001783,0.27341772151898736,0.1925133689839572,0.11139240506329114,0.078431373,7.7526594474153298,22,-15.7646818,166,0.29590017825311943,174,0.31016042780748665,69,10,0.216,0.366,0.668
657557,"DeJong, Paul",626,0.90988372093023255814,434,71.74239635782742,0.12300319488817891374,0.2672811059907834,0.1853035143769968,0.1175115207373272,0.081469649,6.8558959744408946,9,-19.23288102,192,0.30670926517571884,183,0.29233226837060705,69,16,0.226,0.423,0.697
592206,"Castellanos, Nick",672,0.90566037735849056604,472,71.74175086309525,0.22470238095238095238,0.3305084745762712,0.23214285714285715,0.13347457627118645,0.09375,7.5963699105812221,9,-15.08930633,200,0.2976190476190476,239,0.3556547619047619,86,13,0.233,0.39,0.679
668715,"Steer, Spencer",578,0.90031152647975077882,466,71.74086788927332,0.15570934256055363322,0.33261802575107297,0.2681660899653979,0.13948497854077252,0.11245674740484429,7.3901556055363322,13,0.090935719,112,0.19377162629757785,230,0.39792387543252594,84,15,0.242,0.441,0.778
543807,"Springer III, George",550,0.90016366612111292962,438,71.68501069090905,0.20545454545454545455,0.3127853881278539,0.24909090909090909,0.14840182648401826,0.11818181818181818,7.3674892909090909,13,-14.9378749,112,0.20363636363636364,213,0.38727272727272727,73,10,0.225,0.366,0.676
671289,"Freeman, Tyler",416,0.90434782608695652174,347,71.67968204326918,0.17307692307692307692,0.3688760806916426,0.3076923076923077,0.1585014409221902,0.13221153846153846,7.1957817067307692,4,-10.66008171,69,0.1658653846153846,191,0.45913461538461536,58,7,0.217,0.345,0.66
680869,"Gelof, Zack",481,0.90243902439024390244,320,71.65491636,0.10602910602910602911,0.321875,0.21413721413721415,0.115625,0.076923077,7.3990803742203742,14,-8.968077542,161,0.33471933471933474,151,0.31392931392931395,57,12,0.204,0.38,0.648
668804,"Reynolds, Bryan",625,0.90317919075144508671,463,71.64125228800008,0.18400000000000000000,0.3930885529157667,0.2912,0.19654427645788336,0.1456,6.8727025760000000,16,-1.690036802,162,0.2592,256,0.4096,110,18,0.284,0.487,0.834
686469,"Pasquantino, Vinnie",575,0.91560509554140127389,497,71.57423601739137,0.18608695652173913043,0.38028169014084506,0.32869565217391306,0.16498993963782696,0.1426086956521739,7.4444668521739130,7,-3.407531513,78,0.1356521739130435,259,0.4504347826086956,83,11,0.26,0.421,0.731
621020,"Swanson, Dansby",528,0.90102389078498293515,375,71.56360185606063,0.12689393939393939394,0.36,0.2556818181818182,0.17066666666666666,0.12121212121212122,7.4477657196969697,14,-17.34939228,153,0.2897727272727273,187,0.3541666666666667,65,9,0.212,0.35,0.632
595777,"Profar, Jurickson",549,0.90147783251231527094,455,71.46765087431702,0.22040072859744990893,0.33406593406593404,0.2768670309653916,0.13186813186813187,0.1092896174863388,7.3531256648451730,5,-2.906433427,94,0.17122040072859745,207,0.3770491803278688,103,14,0.305,0.476,0.87
657041,"Thomas, Lane",405,0.90401785714285714286,331,71.46205207407407,0.16543209876543209877,0.3685800604229607,0.3012345679012346,0.17220543806646527,0.14074074074074075,6.7238616296296296,7,-6.093531981,74,0.18271604938271604,179,0.4419753086419753,68,8,0.252,0.404,0.722
608070,"Ram?rez, Jos?",631,0.90530846484935437590,552,71.42463866877972,0.18066561014263074485,0.32971014492753625,0.2884310618066561,0.1539855072463768,0.1347068145800317,7.3005588114104596,11,10.122863363614531,79,0.12519809825673534,272,0.43106180665610144,100,23,0.271,0.518,0.842
663837,"Vierling, Matt",518,0.91197183098591549296,416,71.42441183397689,0.13899613899613899614,0.3605769230769231,0.28957528957528955,0.1658653846153846,0.13320463320463322,7.4208653667953668,5,-3.390870441,102,0.1969111969111969,209,0.4034749034749035,78,12,0.248,0.439,0.726
663697,"India, Jonathan",448,0.90322580645161290323,376,71.41662830357139,0.18750000000000000000,0.300531915,0.25223214285714285,0.13297872340425532,0.11160714285714286,7.1051764732142857,13,-1.698224309,72,0.16071428571428573,191,0.4263392857142857,85,8,0.275,0.427,0.804
686668,"Doyle, Brenton",529,0.90427350427350427350,385,71.26612137996212,0.10775047258979206049,0.33766233766233766,0.24574669187145556,0.14805194805194805,0.10775047258979206,7.3024254253308129,14,-2.927363193,144,0.2722117202268431,200,0.3780718336483932,92,15,0.276,0.471,0.814
467793,"Santana, Carlos",501,0.90107913669064748201,399,71.22963283,0.15369261477045908184,0.3659147869674185,0.29141716566866266,0.12030075187969924,0.095808383,7.5340885628742515,5,-19.21804913,102,0.20359281437125748,219,0.437125749,75,13,0.244,0.427,0.753
642731,"Estrada, Thairo",452,0.90219560878243512974,381,71.21518223451322,0.15486725663716814159,0.34120734908136485,0.28761061946902655,0.13648293963254593,0.11504424778761062,7.1743045353982301,8,-11.76921859,71,0.1570796460176991,216,0.4778761061946903,70,9,0.221,0.356,0.608
663898,"Rodgers, Brendan",416,0.90238611713665943601,329,71.18751956730773,0.21875000000000000000,0.3191489361702128,0.25240384615384615,0.15501519756838905,0.12259615384615384,7.0966311298076923,14,-4.809908748,87,0.2091346153846154,166,0.39903846153846156,76,6,0.262,0.383,0.689
665750,"Taveras, Leody",479,0.90207156308851224105,354,71.12097854,0.14822546972860125261,0.3615819209039548,0.267223382,0.1751412429378531,0.12943632567849686,7.3757033820459290,3,-13.64447509,125,0.2609603340292276,194,0.40501043841336115,69,6,0.228,0.338,0.633
671277,"Garc?a, Luis",471,0.90229885057471264368,373,71.09921476,0.19957537154989384289,0.36193029490616624,0.28662420382165604,0.16621983914209115,0.1316348195329087,7.2553092993630573,5,1.3253754493515784,98,0.208067941,210,0.445859873,86,11,0.281,0.444,0.757
690993,"Keith, Colt",452,0.90219560878243512974,364,71.08262019911504,0.14380530973451327434,0.3543956043956044,0.2853982300884956,0.12912087912087913,0.10398230088495575,6.7851179867256637,6,-1.992831951,88,0.19469026548672566,199,0.44026548672566373,74,9,0.253,0.394,0.703
687263,"Neto, Zach",522,0.90000000000000000000,394,71.01109235632184,0.15517241379310344828,0.3350253807106599,0.25287356321839083,0.13959390862944163,0.1053639846743295,7.2024098464491363,25,0.34150394399022554,128,0.24521072796934865,199,0.38122605363984674,80,12,0.251,0.433,0.735
683734,"Vaughn, Andrew",569,0.90461049284578696343,452,70.95292315,0.12302284710017574692,0.36283185840707965,0.28822495606326887,0.168141593,0.1335676625659051,7.5481838312829525,8,-8.778270905,117,0.2056239015817223,223,0.39191564147627417,80,11,0.237,0.392,0.685
641598,"Garver, Mitch",434,0.90416666666666666667,302,70.95156237327187,0.08755760368663594470,0.3576158940397351,0.2488479262672811,0.15562913907284767,0.10829493087557604,7.3205082027649770,9,-16.0931461,132,0.30414746543778803,157,0.3617511520737327,47,12,0.174,0.356,0.645
681351,"O'Hoppe, Logan",463,0.89902912621359223301,339,70.93670095,0.17494600431965442765,0.35988200589970504,0.2634989200863931,0.16519174041297935,0.12095032397408208,7.2548927429805616,17,-6.852441976,124,0.2678185745140389,176,0.3801295896328294,80,14,0.276,0.472,0.8
608324,"Bregman, Alex",553,0.90804597701149425287,489,70.90876401446653,0.11030741410488245931,0.3660531697341513,0.32368896925858953,0.10633946830265849,0.09403255,7.0206688245931284,5,-1.166159312,64,0.11573236889692586,270,0.488245931,94,12,0.256,0.414,0.73
676059,"Westburg, Jordan",563,0.90080000000000000000,406,70.84706026642976,0.10124333925399644760,0.3768472906403941,0.27175843694493784,0.16009852216748768,0.11545293072824156,6.7962902664298401,15,2.040967279495404,157,0.27886323268206037,213,0.3783303730017762,93,15,0.271,0.496,0.814
676475,"Burleson, Alec",552,0.90048939641109298532,457,70.79874489130437,0.15036231884057971014,0.38293216630196936,0.3170289855072464,0.14442013129102846,0.11956521739130435,7.4011531521739130,5,1.2332383738557158,95,0.1721014492753623,234,0.42391304347826086,91,17,0.288,0.494,0.814
678662,"Tovar, Ezequiel",745,0.90193704600484261501,509,70.70304534228198,0.13691275167785234899,0.3025540275049116,0.20671140939597316,0.10216110019646366,0.069798658,7.5639003758389262,9,-4.659247341,236,0.3167785234899329,230,0.3087248322147651,108,14,0.274,0.462,0.764
605137,"Bell, Josh",582,0.89953632148377125193,435,70.68781567010315,0.15979381443298969072,0.36091954022988504,0.2697594501718213,0.14482758620689656,0.10824742268041238,7.8768328006872852,7,-18.00204997,147,0.25257731958762886,238,0.40893470790378006,82,9,0.228,0.356,0.645
