id,name,swings_competitive,percent_swings_competitive,contact,avg_bat_speed,hard_swing_rate,squared_up_per_bat_contact,squared_up_per_swing,blast_per_bat_contact,blast_per_swing,swing_length,swords,batter_run_value,whiffs,whiff_per_swing,batted_ball_events,batted_ball_event_per_swing,H,HR,AVG,SLG,OPS
606115,"Arcia, Orlando",510,0.90265486725663716814,382,70.65753859,0.15098039215686274510,0.3743455497382199,0.2803921568627451,0.11518324607329843,0.08627451,7.9012314313725490,9,-30.83609035,128,0.25098039215686274,196,0.3843137254901961,67,7,0.211,0.333,0.577
672580,"Garcia, Maikel",549,0.90444810543657331137,476,70.64924550091065,0.10746812386156648452,0.40336134453781514,0.34972677595628415,0.15966386554621848,0.1384335154826958,7.1927145537340619,9,-10.72628647,73,0.13296903460837886,273,0.4972677595628415,87,6,0.23,0.344,0.626
666182,"Bichette, Bo",502,0.90125673249551166966,402,70.50517300796811,0.14741035856573705179,0.3383084577114428,0.27091633466135456,0.1517412935323383,0.12151394422310757,7.3134323705179283,9,-11.90832828,100,0.199203187,200,0.398406375,67,4,0.222,0.321,0.596
669701,"Smith, Josh",506,0.90035587188612099644,400,70.39690223320162,0.07114624505928853755,0.35,0.2766798418972332,0.115,0.090909091,6.8785580039525692,6,2.4001080116967244,106,0.20948616600790515,199,0.3932806324110672,85,10,0.293,0.469,0.861
650489,"Castro, Willi",606,0.90178571428571428571,444,70.37865198019803,0.14851485148514851485,0.2972972972972973,0.21782178217821782,0.12162162162162163,0.089108911,7.0749523927392739,14,2.1185161114284194,162,0.26732673267326734,210,0.3465346534653465,90,7,0.265,0.422,0.774
608841,"Meneses, Joey",468,0.90697674418604651163,373,70.33382491452987,0.11324786324786324786,0.34316353887399464,0.27350427350427353,0.11796246648793565,0.094017094,7.0361072435897436,7,-10.91990264,95,0.202991453,186,0.3974358974358974,65,3,0.231,0.302,0.593
664034,"France, Ty",516,0.90526315789473684211,401,70.29292169,0.09883720930232558140,0.27680798004987534,0.21511627906976744,0.099750623,0.07751938,7.5441921317829457,11,-15.14352614,115,0.22286821705426357,183,0.3546511627906977,67,8,0.228,0.357,0.674
641680,"Heim, Jonah",484,0.90298507462686567164,391,70.21308611570244,0.11983471074380165289,0.35805626598465473,0.2892561983471074,0.13043478260869565,0.10537190082644628,7.4115050000000000,6,-22.63846994,93,0.1921487603305785,190,0.3925619834710744,71,8,0.241,0.354,0.644
666971,"Gurriel Jr., Lourdes",582,0.90092879256965944272,473,70.19107116838492,0.07216494845360824742,0.3171247357293869,0.25773195876288657,0.12473572938689217,0.1013745704467354,7.4666641580756014,8,-6.098793653,109,0.1872852233676976,233,0.40034364261168387,94,13,0.264,0.421,0.716
571448,"Arenado, Nolan",551,0.90032679738562091503,454,70.09715437386558,0.10344827586206896552,0.31277533039647576,0.2577132486388385,0.081497797,0.067150635,8.2097209981851180,12,-7.717540731,97,0.17604355716878403,245,0.44464609800362975,93,8,0.27,0.381,0.704
678882,"Rafaela, Ceddanne",604,0.90284005979073243647,415,70.01241531,0.05298013245033112583,0.3397590361445783,0.23344370860927152,0.12771084337349398,0.087748344,7.4246741059602649,14,1.5955125360237117,189,0.3129139072847682,200,0.33112582781456956,81,11,0.246,0.419,0.691
641355,"Bellinger, Cody",528,0.90102389078498293515,413,69.87862273,0.05681818181818181818,0.36319612590799033,0.2840909090909091,0.099273608,0.077651515,7.6975556439393939,10,-6.069321738,115,0.2178030303030303,218,0.4128787878787879,84,9,0.269,0.41,0.741
683737,"Busch, Michael",515,0.90034965034965034965,357,69.81652180582518,0.08349514563106796117,0.34173669467787116,0.23689320388349513,0.14285714285714285,0.099029126,7.2959900000000000,9,-3.958838696,158,0.3067961165048544,161,0.312621359,79,12,0.271,0.466,0.823
650402,"Torres, Gleyber",597,0.90045248868778280543,460,69.77380319932999,0.06532663316582914573,0.3065217391304348,0.23618090452261306,0.086956522,0.067001675,7.2877838860971524,12,-14.62389474,137,0.22948073701842547,205,0.34338358458961477,77,8,0.231,0.347,0.654
518692,"Freeman, Freddie",648,0.90756302521008403361,534,69.67636683641962,0.10030864197530864198,0.3352059925093633,0.2762345679012346,0.12921348314606743,0.10648148148148148,6.7824069907407407,7,-12.33340535,114,0.17592592592592593,246,0.37962962962962965,103,14,0.291,0.492,0.887
676914,"Schneider, Davis",419,0.89914163090128755365,313,69.60444451073988,0.05011933174224343675,0.329073482,0.2458233890214797,0.095846645,0.071599045,6.8942985202863962,15,-11.40983276,106,0.2529832935560859,147,0.35083532219570407,56,10,0.217,0.391,0.702
691026,"Winn, Masyn",557,0.89983844911147011309,467,69.51572217235191,0.07001795332136445242,0.29336188436830835,0.2459605026929982,0.10706638115631692,0.089766607,7.2901848114901257,7,-7.349516356,90,0.1615798922800718,215,0.3859964093357271,91,5,0.284,0.406,0.738
680977,"Donovan, Brendan",500,0.89928057553956834532,430,69.37052413999999,0.07000000000000000000,0.4186046511627907,0.36,0.13953488372093023,0.12,6.8983557800000000,8,-9.748290534,70,0.14,260,0.52,98,8,0.276,0.411,0.756
621493,"Ward, Taylor",516,0.90367775831873905429,402,69.36070523,0.05038759689922480620,0.39552238805970147,0.3081395348837209,0.16417910447761194,0.12790697674418605,6.9944054263565891,15,-13.45222474,114,0.22093023255813954,214,0.41472868217054265,78,14,0.228,0.401,0.713
668939,"Rutschman, Adley",615,0.89912280701754385965,512,69.31191273170731,0.05203252032520325203,0.36328125,0.3024390243902439,0.126953125,0.10569105691056911,7.0034212214983713,5,7.944147527106175,103,0.16747967479674797,249,0.40487804878048783,100,16,0.275,0.441,0.78
608385,"Winker, Jesse",508,0.90714285714285714286,412,69.26455535433072,0.05708661417322834646,0.3300970873786408,0.2677165354330709,0.1262135922330097,0.10236220472440945,7.2764671850393701,11,-1.136059273,96,0.1889763779527559,187,0.36811023622047245,77,11,0.26,0.432,0.806
605141,"Betts, Mookie",362,0.89826302729528535980,321,69.26396,0.11049723756906077348,0.43302180685358255,0.3839779005524862,0.14018691588785046,0.12430939226519337,6.8934198895027624,11,-7.504724089,41,0.1132596685082873,187,0.5165745856353591,86,10,0.304,0.488,0.893
630105,"Cronenworth, Jake",560,0.90032154340836012862,465,69.1676878,0.05178571428571428571,0.3741935483870968,0.3107142857142857,0.14193548387096774,0.11785714285714285,7.0560399642857143,7,-10.2921303,95,0.16964285714285715,231,0.4125,92,13,0.257,0.43,0.752
645277,"Albies, Ozzie",662,0.90190735694822888283,535,69.10239877643514,0.07552870090634441088,0.33271028037383177,0.2688821752265861,0.076635514,0.061933534743202415,7.2399415558912387,4,-16.23262032,127,0.19184290030211482,233,0.35196374622356497,90,8,0.258,0.41,0.722
514888,"Altuve, Jose",582,0.89953632148377125193,462,69.05750238831607,0.10824742268041237113,0.3354978354978355,0.2663230240549828,0.08008658,0.063573883,7.8312769072164948,4,0.41764688756023477,120,0.20618556701030927,231,0.39690721649484534,118,14,0.306,0.461,0.815
673490,"Kim, Ha-Seong",438,0.89938398357289527721,367,68.96643589041098,0.07077625570776255708,0.3814713896457766,0.319634703,0.14986376021798364,0.12557077625570776,6.7763739954337900,2,-12.89311664,71,0.16210045662100456,202,0.4611872146118721,73,10,0.226,0.375,0.702
683011,"Volpe, Anthony",694,0.90012970168612191958,551,68.73364182997113,0.02161383285302593660,0.33030852994555354,0.2622478386167147,0.099818512,0.07925072,7.0738727089337176,17,-17.5284047,143,0.20605187319884727,269,0.38760806916426516,99,6,0.245,0.366,0.666
696285,"Young, Jacob",397,0.90227272727272727273,327,68.54357984886649,0.02015113350125944584,0.3669724770642202,0.3022670025188917,0.091743119,0.075566751,6.9456295969773300,13,-11.82356001,70,0.17632241813602015,183,0.4609571788413098,67,1,0.248,0.307,0.618
663538,"Hoerner, Nico",541,0.90468227424749163880,479,68.36708138632157,0.02772643253234750462,0.35281837160751567,0.3123844731977819,0.075156576,0.066543438,7.1393211829944547,3,-18.03876515,62,0.11460258780036968,254,0.46950092421441775,86,4,0.256,0.348,0.684
600869,"Candelario, Jeimer",554,0.90081300813008130081,402,68.32871095667872,0.04332129963898916968,0.3333333333333333,0.24187725631768953,0.097014925,0.070397112,7.8173872563176895,12,-8.279179392,152,0.2743682310469314,198,0.3574007220216607,78,16,0.241,0.461,0.759
643446,"McNeil, Jeff",498,0.90054249547920433996,438,68.22482777108428,0.04016064257028112450,0.365296804,0.321285141,0.086757991,0.076305221,7.0134999598393574,7,-18.50296625,60,0.12048192771084337,220,0.44176706827309237,64,5,0.216,0.314,0.59
657077,"Verdugo, Alex",522,0.90000000000000000000,433,68.20521155172423,0.07662835249042145594,0.3995381062355658,0.3314176245210728,0.12009237875288684,0.099616858,6.3480656704980843,4,-20.37465949,89,0.17049808429118773,233,0.446360153,84,10,0.235,0.378,0.67
592192,"Canha, Mark",456,0.90297029702970297030,360,68.06934390350877,0.02850877192982456140,0.4,0.3157894736842105,0.10833333333333334,0.085526316,7.1376421929824561,8,-17.98503302,96,0.21052631578947367,194,0.42543859649122806,66,6,0.228,0.341,0.675
543760,"Semien, Marcus",616,0.89927007299270072993,508,68.04270336038964,0.03409090909090909091,0.3799212598425197,0.3133116883116883,0.1141732283464567,0.094155844,7.6346488961038961,12,-13.19828095,108,0.17532467532467533,276,0.44805194805194803,93,13,0.242,0.392,0.703
665926,"Gim?nez, Andr?s",639,0.90000000000000000000,484,68.00989978090759,0.06416275430359937402,0.31611570247933884,0.23943661971830985,0.082644628,0.062597809,6.9886294835680751,7,-23.5025749,155,0.24256651017214398,224,0.350547731,87,5,0.252,0.339,0.643
670623,"Paredes, Isaac",607,0.89925925925925925926,506,67.97643828665564,0.04612850082372322900,0.29446640316205536,0.24546952224052718,0.06916996,0.057660626029654036,8.0200019769357496,8,2.883952902542779,101,0.16639209225700163,219,0.36079077429983525,86,15,0.261,0.459,0.823
669257,"Smith, Will",498,0.90054249547920433996,408,67.95043138554223,0.03413654618473895582,0.33088235294117646,0.2710843373493976,0.11274509803921569,0.092369478,7.1922295783132530,16,-16.71825695,90,0.18072289156626506,182,0.3654618473895582,82,15,0.272,0.492,0.838
681082,"Stott, Bryson",503,0.89982110912343470483,430,67.64383689860836,0.00994035785288270378,0.3511627906976744,0.30019880715705766,0.086046512,0.073558648,7.0477721669980119,13,-13.18350171,73,0.14512922465208747,218,0.43339960238568587,72,6,0.238,0.35,0.676
686217,"Frelick, Sal",396,0.90000000000000000000,341,66.83852603535351,0.01767676767676767677,0.3870967741935484,0.3333333333333333,0.061583578,0.053030303,6.9684517424242424,7,-0.254945228,55,0.1388888888888889,192,0.48484848484848486,80,2,0.275,0.354,0.703
668930,"Turang, Brice",513,0.90000000000000000000,451,66.34813849902524,0.04093567251461988304,0.37472283813747226,0.32943469785575047,0.073170732,0.064327485,6.0415982651072125,11,-4.644087779,62,0.12085769980506822,221,0.43079922027290446,93,6,0.277,0.39,0.731
694384,"Schanuel, Nolan",454,0.90079365079365079365,393,65.53481563876657,0.02422907488986784141,0.3816793893129771,0.3303964757709251,0.058524173027989825,0.050660793,6.6530755947136564,6,-16.23325827,61,0.1343612334801762,205,0.45154185022026433,75,8,0.238,0.349,0.672
457759,"Turner, Justin",489,0.90055248618784530387,423,65.20429572597143,0.00613496932515337423,0.3073286052009456,0.2658486707566462,0.04964539,0.042944785,6.3574776687116564,6,-20.05472027,66,0.13496932515337423,168,0.34355828220858897,61,5,0.231,0.345,0.68
680757,"Kwan, Steven",361,0.90024937655860349127,342,64.35045371191138,0,0.41812865497076024,0.3961218836565097,0.055555556,0.052631579,6.4216885872576177,3,8.587261056336105,19,0.052631579,193,0.5346260387811634,99,9,0.352,0.512,0.919
650333,"Arraez, Luis",549,0.90000000000000000000,509,62.915833952641144,0.00182149362477231330,0.48330058939096265,0.44808743169398907,0.064833006,0.060109289617486336,5.9380452459016393,6,-7.489644663,40,0.072859745,286,0.5209471766848816,122,2,0.31,0.378,0.72
